1;0.945176
2;0.890401
3;0.890401
4;0.890401
5;0.890401
6;0.890401
7;0.869570
8;0.869570
9;0.869570
10;0.869570
11;0.869570
12;0.869570
13;0.869570
14;0.869570
15;0.869570
16;0.869570
17;0.869570
18;0.869570
19;0.869570
20;0.869570
21;0.869570
22;0.869570
23;0.869570
24;0.869570
25;0.869570
26;0.869570
27;0.869570
28;0.869570
29;0.869570
30;0.869570
31;0.869570
32;0.869570
33;0.869570
34;0.869570
35;0.869570
36;0.869570
37;0.869570
38;0.869570
39;0.869570
40;0.869570
41;0.869570
42;0.869570
43;0.869570
44;0.869570
45;0.869570
46;0.869570
47;0.869570
48;0.869570
49;0.869570
50;0.869570
51;0.869570
52;0.869570
53;0.869570
54;0.869570
55;0.869570
56;0.869570
57;0.869570
58;0.869570
59;0.869570
60;0.869570
61;0.869570
62;0.869570
63;0.869570
64;0.869570
65;0.869570
66;0.869570
67;0.869570
68;0.869570
69;0.869570
70;0.869570
71;0.869570
72;0.869570
73;0.869570
74;0.869570
75;0.869570
76;0.869570
77;0.869570
78;0.869570
79;0.869570
80;0.869570
81;0.869570
82;0.869570
83;0.869570
84;0.869570
85;0.869570
86;0.869570
87;0.869570
88;0.869570
89;0.869570
90;0.869570
91;0.869570
92;0.869570
93;0.869570
94;0.869570
95;0.869570
96;0.869570
97;0.869570
98;0.869570
99;0.869570
100;0.869570
101;0.869570
102;0.869570
103;0.869570
104;0.869570
105;0.869570
106;0.869570
107;0.869570
108;0.869570
109;0.869570
110;0.869570
111;0.869570
112;0.869570
113;0.869570
114;0.869570
115;0.869570
116;0.869570
117;0.869570
118;0.869570
119;0.869570
120;0.869570
121;0.869570
122;0.869570
123;0.869570
124;0.869570
125;0.869570
126;0.869570
127;0.869570
128;0.869570
129;0.869570
130;0.869570
131;0.869570
132;0.869570
133;0.869570
134;0.869570
135;0.869570
136;0.869570
137;0.869570
138;0.869570
139;0.869570
140;0.869570
141;0.869570
142;0.869570
143;0.869570
144;0.869570
145;0.869570
146;0.869570
147;0.869570
148;0.869570
149;0.869570
150;0.869570
151;0.869570
152;0.869570
153;0.869570
154;0.869570
155;0.869570
156;0.869570
157;0.869570
158;0.869570
159;0.869570
160;0.869570
161;0.869570
162;0.869570
163;0.869570
164;0.869570
165;0.869570
166;0.869570
167;0.869570
168;0.869570
169;0.869570
170;0.869570
171;0.869570
172;0.869570
173;0.869570
174;0.869570
175;0.869570
176;0.869570
177;0.869570
178;0.869570
179;0.869570
180;0.869570
181;0.869570
182;0.869570
183;0.869570
184;0.869570
185;0.869570
186;0.869570
187;0.869570
188;0.869570
189;0.869570
190;0.869570
191;0.869570
192;0.869570
193;0.869570
194;0.869570
195;0.869570
196;0.869570
197;0.869570
198;0.869570
199;0.869570
200;0.869570
201;0.869570
